FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD3425,296.721257,6.3905773,net photosynthesis
MTD3425,296.94879199999997,6.5064955,net photosynthesis
MTD3425,294.844002,7.803017999999999,net photosynthesis
MTD3425,295.25796399999996,7.695851299999999,net photosynthesis
MTD3425,295.24665,7.4848266,net photosynthesis
MTD3425,294.792979,7.195454,net photosynthesis
MTD3425,295.225573,6.998848,net photosynthesis
MTD3425,294.81456799999995,6.9845505,net photosynthesis
MTD3425,294.60301799999996,6.8878713000000005,net photosynthesis
MTD3425,295.27077499999996,6.493933,net photosynthesis
MTD3425,293.693655,6.392233999999999,net photosynthesis
MTD3425,293.75697599999995,6.4947615,net photosynthesis
MTD3425,293.761597,6.9806795,net photosynthesis
MTD3425,296.87982,7.3118143,net photosynthesis
MTD3425,296.80051499999996,7.1900477,net photosynthesis
MTD3425,296.12579999999997,7.193960700000001,net photosynthesis
MTD3425,296.111838,7.0916142,net photosynthesis
MTD3425,297.32933499999996,7.096090299999999,net photosynthesis
MTD3425,297.11778499999997,6.999411,net photosynthesis
MTD3425,298.290032,8.186505,net photosynthesis
MTD3425,298.67217899999997,8.034467999999999,net photosynthesis
MTD3425,297.830447,8.140061,net photosynthesis
MTD3425,302.881941,9.488466,net photosynthesis
MTD3425,304.75636099999997,10.895518,net photosynthesis
MTD3425,297.885207,8.594196,net photosynthesis
MTD3425,304.94314799999995,9.981944,net photosynthesis
MTD3425,296.48542399999997,7.291183999999999,net photosynthesis
MTD3425,293.144707,7.988574000000001,net photosynthesis
MTD3425,297.71921799999996,7.302113,net photosynthesis
MTD3425,297.831896,7.4048223,net photosynthesis
MTD3425,296.88775899999996,6.9857783,net photosynthesis
MTD3425,297.728978,7.5770669999999996,net photosynthesis
MTD3425,302.679562,6.9878902,net photosynthesis
MTD3425,297.077204,7.990244000000001,net photosynthesis
MTD3425,294.316534,8.517142999999999,net photosynthesis
MTD3425,293.951151,8.656455000000001,net photosynthesis
MTD3425,293.83286999999996,8.783889,net photosynthesis
MTD3425,293.111288,8.685335,net photosynthesis
MTD3425,292.59612,8.894424,net photosynthesis
MTD3425,292.93913299999997,8.99798,net photosynthesis
MTD3425,293.29875799999996,9.095203999999999,net photosynthesis
MTD3425,297.040347,6.80093,net photosynthesis
MTD3425,297.58723699999996,7.992119000000001,net photosynthesis
MTD3425,296.82345799999996,7.5993114,net photosynthesis
MTD3425,296.49206999999996,7.693995,net photosynthesis
MTD3425,296.278029,7.6996009999999995,net photosynthesis
MTD3425,297.197977,7.7605243,net photosynthesis
MTD3425,294.30319599999996,8.389225999999999,net photosynthesis
MTD3425,293.838055,7.895221,net photosynthesis
MTD3425,293.859488,7.69071,net photosynthesis
MTD3425,293.13525999999996,7.7008348,net photosynthesis
MTD3425,294.754578,8.096786999999999,net photosynthesis
MTD3425,294.97110799999996,7.988894500000001,net photosynthesis
MTD3425,295.253294,7.887637,net photosynthesis
MTD3425,297.6436,7.7046213,net photosynthesis
MTD3425,293.625475,9.1923065,net photosynthesis
MTD3425,279.0058817,4.803815,net photosynthesis
MTD3425,295.651488,9.103852999999999,net photosynthesis
MTD3425,279.68688399999996,5.893202,net photosynthesis
MTD3425,279.70800629999997,5.701476,net photosynthesis
MTD3425,279.712988,5.496905,net photosynthesis
MTD3425,300.43931999999995,9.792765,net photosynthesis
MTD3425,296.08218,11.688383,net photosynthesis
MTD3425,295.15403,11.288578,net photosynthesis
MTD3425,294.470335,10.985574,net photosynthesis
MTD3425,293.46459,10.393680999999999,net photosynthesis
MTD3425,293.483845,10.278669,net photosynthesis
MTD3425,300.569277,9.185866,net photosynthesis
MTD3425,300.24240299999997,9.095157,net photosynthesis
MTD3425,280.2018975,5.690505,net photosynthesis
MTD3425,300.559985,8.891734,net photosynthesis
MTD3425,301.54216399999996,9.099935,net photosynthesis
MTD3425,301.65099799999996,8.684762,net photosynthesis
MTD3425,301.75453799999997,8.486946000000001,net photosynthesis
MTD3425,300.980952,8.496889,net photosynthesis
MTD3425,280.225199,5.40928,net photosynthesis
MTD3425,280.507385,5.308022,net photosynthesis
MTD3425,280.9517626,5.303262,net photosynthesis
MTD3425,280.5118994,5.122629,net photosynthesis
MTD3425,294.185023,9.18797,net photosynthesis
MTD3425,280.0985593,5.2042246,net photosynthesis
MTD3425,278.89237799999995,5.4107733,net photosynthesis
MTD3425,300.952202,9.001864,net photosynthesis
MTD3425,292.87027,10.47461,net photosynthesis
MTD3425,280.47412099999997,5.9983907,net photosynthesis
MTD3425,282.50660999999997,4.292423,net photosynthesis
MTD3425,294.511897,9.27868,net photosynthesis
MTD3425,295.137253,9.274586,net photosynthesis
MTD3425,298.07298699999996,8.99128,net photosynthesis
MTD3425,299.163485,9.48119,net photosynthesis
MTD3425,279.53552759999997,4.0001893,net photosynthesis
MTD3425,278.6163577,3.9073021,net photosynthesis
MTD3425,280.656799,3.9020163999999995,net photosynthesis
MTD3425,283.031275,3.693369,net photosynthesis
MTD3425,283.050218,3.5911436,net photosynthesis
MTD3425,282.465083,3.2948947,net photosynthesis
MTD3425,278.96284499999996,3.1925116,net photosynthesis
MTD3425,282.699061,4.497720200000001,net photosynthesis
MTD3425,278.95552899999996,3.492976,net photosynthesis
MTD3425,278.64526359999996,3.3959339,net photosynthesis
MTD3425,277.71228729999996,3.1943078,net photosynthesis
MTD3425,276.1906563,4.1924825,net photosynthesis
MTD3425,276.2027978,3.6938396,net photosynthesis
MTD3425,276.03629479999995,3.0986382999999997,net photosynthesis
MTD3425,278.3471393,2.8002488999999997,net photosynthesis
MTD3425,278.28448899999995,1.994446,net photosynthesis
MTD3425,278.0869016,2.0001130000000003,net photosynthesis
MTD3425,296.67720499999996,8.199757,net photosynthesis
MTD3425,280.23804459999997,1.50294,net photosynthesis
MTD3425,279.02082529999996,4.1901,net photosynthesis
MTD3425,279.4321417,4.191612200000001,net photosynthesis
MTD3425,292.23297499999995,10.293251,net photosynthesis
MTD3425,280.36522599999995,5.064549400000001,net photosynthesis
MTD3425,294.77878,10.481626499999999,net photosynthesis
MTD3425,301.780642,8.09065,net photosynthesis
MTD3425,302.558695,8.573017,net photosynthesis
MTD3425,304.44194,10.29338,net photosynthesis
MTD3425,302.590105,9.986081,net photosynthesis
MTD3425,302.463032,7.095782300000001,net photosynthesis
MTD3425,301.725153,6.990775,net photosynthesis
MTD3425,301.785983,7.1955886,net photosynthesis
MTD3425,301.732266,7.374407000000001,net photosynthesis
MTD3425,300.857628,7.4798800000000005,net photosynthesis
MTD3425,309.070185,4.696961,net photosynthesis
MTD3425,309.04626299999995,5.003758,net photosynthesis
MTD3425,299.12429299999997,8.387769,net photosynthesis
MTD3425,308.72898999999995,5.1943946,net photosynthesis
MTD3425,308.7265,5.2966805,net photosynthesis
MTD3425,308.256846,4.988069,net photosynthesis
MTD3425,302.42130099999997,6.782350999999999,net photosynthesis
MTD3425,306.38488199999995,6.183152,net photosynthesis
MTD3425,303.20387,7.0793257,net photosynthesis
MTD3425,297.67599099999995,8.401625,net photosynthesis
MTD3425,298.18123299999996,5.897257,net photosynthesis
MTD3425,279.396076,4.997052,net photosynthesis
MTD3425,300.600998,10.586144,net photosynthesis
MTD3425,299.01489699999996,10.177527,net photosynthesis
MTD3425,311.99573999999996,3.4801772000000004,net photosynthesis
MTD3425,301.88901,7.694655,net photosynthesis
MTD3425,292.88708199999996,9.784182000000001,net photosynthesis
MTD3425,289.440882,7.380368700000001,net photosynthesis
MTD3425,309.75190599999996,4.4053693,net photosynthesis
MTD3425,301.007367,8.087807000000002,net photosynthesis
MTD3425,297.675118,9.788996000000001,net photosynthesis
MTD3425,279.4077033,5.195291,net photosynthesis
MTD3425,300.85664799999995,8.195941,net photosynthesis
MTD3425,300.39363699999996,8.29014,net photosynthesis
MTD3425,299.93062799999996,8.384339,net photosynthesis
MTD3425,299.67917,8.575218,net photosynthesis
MTD3425,298.330376,10.58419,net photosynthesis
MTD3425,309.173727,4.4991455,net photosynthesis
MTD3425,299.486407,8.382707,net photosynthesis
MTD3425,295.17146299999996,10.572577,net photosynthesis
MTD3425,309.65101,4.494506400000001,net photosynthesis
MTD3425,295.57748799999996,10.791447,net photosynthesis
MTD3425,296.095148,10.480072,net photosynthesis
MTD3425,296.917937,10.476704,net photosynthesis
MTD3425,296.811127,10.808769,net photosynthesis
MTD3425,309.657656,4.897317,net photosynthesis
MTD3425,310.343687,5.104429,net photosynthesis
MTD3425,311.94370499999997,6.293096,net photosynthesis
MTD3425,309.73676,5.7031803,net photosynthesis
MTD3425,308.73065799999995,5.8017764000000005,net photosynthesis
MTD3425,298.79754099999997,10.995088,net photosynthesis
MTD3425,308.23225299999996,5.998141,net photosynthesis
MTD3425,300.861628,7.991369199999999,net photosynthesis
MTD3425,295.80600599999997,10.191303999999999,net photosynthesis
MTD3425,307.207877,5.4956875,net photosynthesis
MTD3427,294.30440999999996,0.9423600000000001,respiration rate
MTD3427,298.06753199999997,1.2189232,respiration rate
MTD3427,297.452074,1.1512248999999999,respiration rate
MTD3427,287.047774,0.4261803,respiration rate
MTD3427,294.261166,0.8374552,respiration rate
MTD3427,289.58115399999997,0.5920331999999999,respiration rate
MTD3427,287.628041,0.5586918000000001,respiration rate
MTD3427,299.41324,1.3542843,respiration rate
MTD3427,289.926562,0.6135274000000001,respiration rate
MTD3427,283.748367,0.24513467,respiration rate
MTD3427,301.140719,1.4710126000000001,respiration rate
MTD3428,304.89802799999995,1.1711407,respiration rate
MTD3428,299.19322999999997,0.8353396999999999,respiration rate
MTD3428,297.37841799999995,0.69786006,respiration rate
MTD3428,293.840102,0.566467,respiration rate
MTD3428,289.06715099999997,0.35107976,respiration rate
MTD3428,290.77289399999995,0.5459976,respiration rate
MTD3428,291.378468,0.4731439,respiration rate
MTD3428,294.183356,0.5491739999999999,respiration rate
MTD3428,304.288931,1.2076261000000001,respiration rate
MTD3428,303.21577099999996,1.2040104,respiration rate
MTD3428,303.199526,1.0451238,respiration rate
MTD3428,302.622872,1.0261071,respiration rate
MTD3428,302.42015,0.91895306,respiration rate
MTD3428,299.80996,0.87350494,respiration rate
MTD3428,296.295668,0.6004596999999999,respiration rate
MTD3428,288.154094,0.41442147,respiration rate
MTD3429,298.28409999999997,4.7381864,gross photosynthesis
MTD3429,288.59061299999996,5.644955,gross photosynthesis
MTD3429,288.59061299999996,6.283525,gross photosynthesis
MTD3429,291.081034,6.321839,gross photosynthesis
MTD3429,293.41819999999996,4.8786716,gross photosynthesis
MTD3429,293.494828,5.8365264,gross photosynthesis
MTD3429,293.57145499999996,6.4240103,gross photosynthesis
MTD3429,291.31091999999995,4.6487865,gross photosynthesis
MTD3429,300.736206,4.6104727,gross photosynthesis
MTD3429,286.52164799999997,6.155811,gross photosynthesis
MTD3429,305.67873599999996,2.4010217000000003,gross photosynthesis
MTD3429,303.15,5.223499299999999,gross photosynthesis
MTD3429,303.035057,4.7381864,gross photosynthesis
MTD3429,300.966092,5.8365264,gross photosynthesis
MTD3429,285.83199299999995,4.3422730000000005,gross photosynthesis
MTD3429,303.035057,4.367816,gross photosynthesis
MTD3429,298.28409999999997,6.436781400000001,gross photosynthesis
MTD3429,291.00440599999996,6.2324395,gross photosynthesis
MTD3429,298.360728,6.3090677,gross photosynthesis
MTD3429,288.74386999999996,4.8914433,gross photosynthesis
MTD3429,296.368391,6.5900383,gross photosynthesis
MTD3429,295.946934,6.526180999999999,gross photosynthesis
MTD3429,296.17681999999996,4.814815,gross photosynthesis
MTD3429,300.736206,6.066411,gross photosynthesis
MTD3430,308.284098,4.431673,gross photosynthesis
MTD3430,307.24961699999994,6.7560663,gross photosynthesis
MTD3430,308.015902,8.033206,gross photosynthesis
MTD3430,308.284098,3.9846741999999997,gross photosynthesis
MTD3430,303.035057,5.159642,gross photosynthesis
MTD3430,296.29176199999995,5.3256707,gross photosynthesis
MTD3430,303.226628,8.773947,gross photosynthesis
MTD3430,301.425862,6.130268,gross photosynthesis
MTD3430,300.429694,8.441889999999999,gross photosynthesis
MTD3430,300.774521,5.3001275,gross photosynthesis
MTD3430,300.54463599999997,4.597701,gross photosynthesis
MTD3430,299.08869799999997,5.9770117,gross photosynthesis
MTD3430,303.91628299999996,4.7126436,gross photosynthesis
MTD3430,305.33390699999995,8.454661,gross photosynthesis
MTD3430,293.87797,4.355045,gross photosynthesis
MTD3430,293.686398,7.151979400000001,gross photosynthesis
MTD3430,296.17681999999996,4.8020434000000005,gross photosynthesis
MTD3430,298.24578499999996,8.135377,gross photosynthesis
MTD3430,296.368391,7.98212,gross photosynthesis
MTD3430,303.15,6.347382,gross photosynthesis
MTD3430,306.94310199999995,4.3039594,gross photosynthesis
MTD3430,298.399043,5.019157,gross photosynthesis
MTD3430,305.64041999999995,6.3601529999999995,gross photosynthesis
MTD3430,291.540804,3.6909322999999996,gross photosynthesis
MTD3430,293.41819999999996,4.048531,gross photosynthesis
MTD3430,288.858813,2.375479,gross photosynthesis
MTD3430,289.356896,2.4776502000000002,gross photosynthesis
MTD3430,290.774521,6.602810000000001,gross photosynthesis
MTD3430,288.59061299999996,5.7471266,gross photosynthesis
MTD3430,291.15766399999995,3.0395912999999997,gross photosynthesis
MTD3430,305.67873599999996,4.725415,gross photosynthesis
MTD3430,297.78601499999996,4.6360154,gross photosynthesis
MTD3430,303.226628,4.521073,gross photosynthesis
MTD3431,291.20941,0.87621003,net photosynthesis
MTD3431,325.07737599999996,3.0256824,net photosynthesis
MTD3431,315.39034499999997,3.544668,net photosynthesis
MTD3431,305.70755199999996,2.487534,net photosynthesis
MTD3431,304.30677299999996,2.3121419999999997,net photosynthesis
MTD3431,300.94582399999996,1.904856,net photosynthesis
MTD3431,298.2029,1.5995495000000002,net photosynthesis
MTD3431,295.23853699999995,1.3057805,net photosynthesis
MTD3431,322.22295999999994,3.5341184,net photosynthesis
MTD3431,293.279526,1.0909556999999999,net photosynthesis
MTD3431,289.977217,0.72914773,net photosynthesis
MTD3431,319.22966599999995,3.6329762999999997,net photosynthesis
MTD3432,299.337878,1.9515193,net photosynthesis
MTD3432,284.649542,1.6319491000000002,net photosynthesis
MTD3432,294.670664,1.9434588,net photosynthesis
MTD3432,304.611542,1.8908688999999999,net photosynthesis
MTD3432,309.433455,1.7224307,net photosynthesis
MTD3432,315.50839499999995,1.1889447,net photosynthesis
MTD3432,318.28873699999997,0.40744400000000003,net photosynthesis
MTD3433,278.8303613,10.748351,net photosynthesis
MTD3433,285.31539899999996,17.031273000000002,net photosynthesis
MTD3433,293.19198,23.447777,net photosynthesis
MTD3433,289.252892,20.75016,net photosynthesis
MTD3433,298.83687,23.088818,net photosynthesis
MTD3433,301.699072,22.20738,net photosynthesis
MTD3433,296.128113,24.736867999999998,net photosynthesis
MTD3433,281.14714369999996,12.545444999999999,net photosynthesis
MTD3434,278.90887599999996,9.982726,net photosynthesis
MTD3434,293.355984,17.448467,net photosynthesis
MTD3434,305.19138,13.924357999999998,net photosynthesis
MTD3434,301.63111999999995,16.207085,net photosynthesis
MTD3434,298.692595,16.4499,net photosynthesis
MTD3434,296.217787,16.822348,net photosynthesis
MTD3434,281.14813999999996,11.907150999999999,net photosynthesis
MTD3434,289.41351,16.921053,net photosynthesis
MTD3434,285.00971,14.732098,net photosynthesis
MTD3435,308.80891599999995,48.358208000000005,net photosynthesis
MTD3435,300.66938,38.507459999999995,net photosynthesis
MTD3435,305.01046599999995,44.13646,net photosynthesis
MTD3435,293.072482,31.343283000000003,net photosynthesis
MTD3435,296.87093,34.79744,net photosynthesis
MTD3435,284.93294599999996,16.375267,net photosynthesis
MTD3435,288.88643399999995,24.690832,net photosynthesis
MTD3435,280.82441839999996,9.083155999999999,net photosynthesis
MTD3436,288.963953,19.701492000000002,net photosynthesis
MTD3436,296.94845,24.434969,net photosynthesis
MTD3436,293.072482,22.38806,net photosynthesis
MTD3436,308.80891599999995,30.831556,net photosynthesis
MTD3436,304.85542699999996,28.272920000000003,net photosynthesis
MTD3436,300.514342,25.97015,net photosynthesis
MTD3436,280.82441839999996,9.978678,net photosynthesis
MTD3436,284.93294599999996,15.735608,net photosynthesis
MTD3437,281.837749,15.057395000000001,net photosynthesis
MTD3437,296.63321199999996,52.717530000000004,net photosynthesis
MTD3437,292.94658899999996,38.078053000000004,net photosynthesis
MTD3437,300.57973,55.69164,net photosynthesis
MTD3437,288.865166,26.513061999999998,net photosynthesis
MTD3437,284.69660899999997,19.050207,net photosynthesis
MTD3437,304.60557,57.897003000000005,net photosynthesis
MTD3438,300.773526,39.1539,net photosynthesis
MTD3438,296.744082,38.487021999999996,net photosynthesis
MTD3438,292.875382,35.3852,net photosynthesis
